snapshot_id,item_id,branch_id,platform_id,base_price,original_price,discount_type,discount_value,effective_price,delivery_fee_share,is_vat_inclusive,scraped_at
18,talabat_780202_3363465517,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:09:32.044065
19,talabat_780202_3363465518,talabat_780202,talabat,21.0,,NO_DISCOUNT,,21.0,,0,2026-07-01T09:09:32.044065
20,talabat_780202_3363465520,talabat_780202,talabat,23.0,,NO_DISCOUNT,,23.0,,0,2026-07-01T09:09:32.044065
21,talabat_780202_3363465521,talabat_780202,talabat,23.0,,NO_DISCOUNT,,23.0,,0,2026-07-01T09:09:32.044065
22,talabat_780202_3363465523,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:09:32.044065
23,talabat_780202_3363465524,talabat_780202,talabat,25.0,,NO_DISCOUNT,,25.0,,0,2026-07-01T09:09:32.044065
24,talabat_780202_3363465526,talabat_780202,talabat,25.0,,NO_DISCOUNT,,25.0,,0,2026-07-01T09:09:32.044065
25,talabat_780202_3363465527,talabat_780202,talabat,25.0,,NO_DISCOUNT,,25.0,,0,2026-07-01T09:09:32.044065
26,talabat_780202_3363465529,talabat_780202,talabat,23.0,,NO_DISCOUNT,,23.0,,0,2026-07-01T09:09:32.044065
27,talabat_780202_3363465530,talabat_780202,talabat,25.0,,NO_DISCOUNT,,25.0,,0,2026-07-01T09:09:32.044065
28,talabat_780202_3363465531,talabat_780202,talabat,13.0,,NO_DISCOUNT,,13.0,,0,2026-07-01T09:09:32.044065
29,talabat_780202_3363465522,talabat_780202,talabat,13.0,,NO_DISCOUNT,,13.0,,0,2026-07-01T09:09:32.044065
30,talabat_780202_3363465532,talabat_780202,talabat,10.0,,NO_DISCOUNT,,10.0,,0,2026-07-01T09:09:32.044065
31,talabat_780202_3363465525,talabat_780202,talabat,5.0,,NO_DISCOUNT,,5.0,,0,2026-07-01T09:09:32.044065
32,talabat_780202_3363465533,talabat_780202,talabat,6.0,,NO_DISCOUNT,,6.0,,0,2026-07-01T09:09:32.044065
33,talabat_780202_3363465535,talabat_780202,talabat,10.0,,NO_DISCOUNT,,10.0,,0,2026-07-01T09:09:32.044065
34,talabat_780202_3363465519,talabat_780202,talabat,17.0,,NO_DISCOUNT,,17.0,,0,2026-07-01T09:09:32.044065
35,talabat_780202_3363465534,talabat_780202,talabat,11.0,,NO_DISCOUNT,,11.0,,0,2026-07-01T09:09:32.044065
36,talabat_780202_3363465551,talabat_780202,talabat,8.0,,NO_DISCOUNT,,8.0,,0,2026-07-01T09:09:32.044065
37,talabat_780202_3363465542,talabat_780202,talabat,40.0,,NO_DISCOUNT,,40.0,,0,2026-07-01T09:09:32.044065
38,talabat_780202_3363465547,talabat_780202,talabat,10.0,,NO_DISCOUNT,,10.0,,0,2026-07-01T09:09:32.044065
39,talabat_780202_3363465548,talabat_780202,talabat,10.0,,NO_DISCOUNT,,10.0,,0,2026-07-01T09:09:32.044065
40,talabat_780202_3363465549,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:09:32.044065
41,talabat_780202_3363465550,talabat_780202,talabat,25.0,,NO_DISCOUNT,,25.0,,0,2026-07-01T09:09:32.044065
42,talabat_780202_3363465552,talabat_780202,talabat,20.0,,NO_DISCOUNT,,20.0,,0,2026-07-01T09:09:32.044065
43,talabat_780202_3363465555,talabat_780202,talabat,44.0,,NO_DISCOUNT,,44.0,,0,2026-07-01T09:09:32.044065
44,talabat_780202_3363465558,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:09:32.044065
45,talabat_780202_3363465560,talabat_780202,talabat,25.0,,NO_DISCOUNT,,25.0,,0,2026-07-01T09:09:32.044065
46,talabat_780202_3363465566,talabat_780202,talabat,28.0,,NO_DISCOUNT,,28.0,,0,2026-07-01T09:09:32.044065
47,talabat_780202_3363465571,talabat_780202,talabat,15.0,,NO_DISCOUNT,,15.0,,0,2026-07-01T09:09:32.044065
48,talabat_780202_3363465572,talabat_780202,talabat,24.0,,NO_DISCOUNT,,24.0,,0,2026-07-01T09:09:32.044065
49,talabat_780202_3363465573,talabat_780202,talabat,26.0,,NO_DISCOUNT,,26.0,,0,2026-07-01T09:09:32.044065
50,talabat_780202_3363465574,talabat_780202,talabat,28.0,,NO_DISCOUNT,,28.0,,0,2026-07-01T09:09:32.044065
51,talabat_780202_3363465575,talabat_780202,talabat,26.0,,NO_DISCOUNT,,26.0,,0,2026-07-01T09:09:32.044065
52,talabat_780202_3363465576,talabat_780202,talabat,16.0,,NO_DISCOUNT,,16.0,,0,2026-07-01T09:09:32.044065
53,talabat_780202_3363465577,talabat_780202,talabat,18.0,,NO_DISCOUNT,,18.0,,0,2026-07-01T09:09:32.044065
54,talabat_780202_3363465578,talabat_780202,talabat,28.0,,NO_DISCOUNT,,28.0,,0,2026-07-01T09:09:32.044065
55,talabat_780202_3363465579,talabat_780202,talabat,21.0,,NO_DISCOUNT,,21.0,,0,2026-07-01T09:09:32.044065
56,talabat_780202_3363465580,talabat_780202,talabat,26.0,,NO_DISCOUNT,,26.0,,0,2026-07-01T09:09:32.044065
57,talabat_780202_3363465581,talabat_780202,talabat,33.0,,NO_DISCOUNT,,33.0,,0,2026-07-01T09:09:32.044065
58,talabat_780202_3363465584,talabat_780202,talabat,22.0,,NO_DISCOUNT,,22.0,,0,2026-07-01T09:09:32.044065
59,talabat_780202_3363465585,talabat_780202,talabat,16.0,,NO_DISCOUNT,,16.0,,0,2026-07-01T09:09:32.044065
60,talabat_780202_3363465586,talabat_780202,talabat,19.0,,NO_DISCOUNT,,19.0,,0,2026-07-01T09:09:32.044065
61,talabat_780202_3363465587,talabat_780202,talabat,15.0,,NO_DISCOUNT,,15.0,,0,2026-07-01T09:09:32.044065
62,talabat_780202_3363465589,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:09:32.044065
63,talabat_780202_3363465590,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:09:32.044065
64,talabat_780202_3363465591,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:09:32.044065
65,talabat_780202_3363465592,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:09:32.044065
66,talabat_780202_3363465593,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:09:32.044065
67,talabat_780202_3363465594,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:09:32.044065
68,talabat_780202_3363465597,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:09:32.044065
69,talabat_780202_3363465598,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:09:32.044065
70,talabat_780202_3363465601,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:09:32.044065
71,talabat_780202_3363465613,talabat_780202,talabat,20.0,,NO_DISCOUNT,,20.0,,0,2026-07-01T09:09:32.044065
72,talabat_780202_3363465614,talabat_780202,talabat,14.0,,NO_DISCOUNT,,14.0,,0,2026-07-01T09:09:32.044065
73,talabat_780202_3363465612,talabat_780202,talabat,14.0,,NO_DISCOUNT,,14.0,,0,2026-07-01T09:09:32.044065
74,talabat_780202_3363465619,talabat_780202,talabat,14.0,,NO_DISCOUNT,,14.0,,0,2026-07-01T09:09:32.044065
75,talabat_780202_3363465625,talabat_780202,talabat,12.5,,NO_DISCOUNT,,12.5,,0,2026-07-01T09:09:32.044065
76,talabat_780202_3363465620,talabat_780202,talabat,14.0,,NO_DISCOUNT,,14.0,,0,2026-07-01T09:09:32.044065
77,talabat_780202_3363465638,talabat_780202,talabat,20.0,,NO_DISCOUNT,,20.0,,0,2026-07-01T09:09:32.044065
78,talabat_780202_3363465633,talabat_780202,talabat,20.0,,NO_DISCOUNT,,20.0,,0,2026-07-01T09:09:32.044065
79,talabat_780202_3363465632,talabat_780202,talabat,12.5,,NO_DISCOUNT,,12.5,,0,2026-07-01T09:09:32.044065
80,talabat_780202_3394418217,talabat_780202,talabat,14.0,,NO_DISCOUNT,,14.0,,0,2026-07-01T09:09:32.044065
81,talabat_780202_3363465657,talabat_780202,talabat,14.0,,NO_DISCOUNT,,14.0,,0,2026-07-01T09:09:32.044065
82,talabat_780202_3363465626,talabat_780202,talabat,20.0,,NO_DISCOUNT,,20.0,,0,2026-07-01T09:09:32.044065
83,talabat_780202_3363465641,talabat_780202,talabat,15.0,,NO_DISCOUNT,,15.0,,0,2026-07-01T09:09:32.044065
84,talabat_780202_3363465656,talabat_780202,talabat,12.0,,NO_DISCOUNT,,12.0,,0,2026-07-01T09:09:32.044065
85,talabat_780202_3363465645,talabat_780202,talabat,8.0,,NO_DISCOUNT,,8.0,,0,2026-07-01T09:09:32.044065
86,talabat_780202_3363465646,talabat_780202,talabat,9.0,,NO_DISCOUNT,,9.0,,0,2026-07-01T09:09:32.044065
87,talabat_780202_3363465658,talabat_780202,talabat,15.0,,NO_DISCOUNT,,15.0,,0,2026-07-01T09:09:32.044065
88,talabat_780202_3363465618,talabat_780202,talabat,14.0,,NO_DISCOUNT,,14.0,,0,2026-07-01T09:09:32.044065
89,talabat_780202_3363465621,talabat_780202,talabat,15.0,,NO_DISCOUNT,,15.0,,0,2026-07-01T09:09:32.044065
90,talabat_780202_3363465608,talabat_780202,talabat,14.0,,NO_DISCOUNT,,14.0,,0,2026-07-01T09:09:32.044065
91,talabat_780202_3363465628,talabat_780202,talabat,12.5,,NO_DISCOUNT,,12.5,,0,2026-07-01T09:09:32.044065
92,talabat_780202_3363465617,talabat_780202,talabat,14.0,,NO_DISCOUNT,,14.0,,0,2026-07-01T09:09:32.044065
93,talabat_780202_3363465647,talabat_780202,talabat,12.0,,NO_DISCOUNT,,12.0,,0,2026-07-01T09:09:32.044065
94,talabat_780202_3363465640,talabat_780202,talabat,15.0,,NO_DISCOUNT,,15.0,,0,2026-07-01T09:09:32.044065
95,talabat_780202_3363465624,talabat_780202,talabat,6.5,,NO_DISCOUNT,,6.5,,0,2026-07-01T09:09:32.044065
96,talabat_780202_3363465623,talabat_780202,talabat,20.0,,NO_DISCOUNT,,20.0,,0,2026-07-01T09:09:32.044065
97,talabat_780202_3363465664,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:09:32.044065
98,talabat_780202_3363465665,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:09:32.044065
99,talabat_780202_3363465666,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:09:32.044065
100,talabat_780202_3363465669,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:09:32.044065
101,talabat_780202_3363465670,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:09:32.044065
102,talabat_780202_3363465671,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:09:32.044065
103,talabat_780202_3363465679,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:09:32.044065
104,talabat_780202_3363465680,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:09:32.044065
105,talabat_780202_3363465681,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:09:32.044065
106,talabat_780202_3363465684,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:09:32.044065
107,talabat_780202_3363465686,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:09:32.044065
108,talabat_780202_3363465693,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:09:32.044065
109,talabat_780202_3363465697,talabat_780202,talabat,8.0,,NO_DISCOUNT,,8.0,,0,2026-07-01T09:09:32.044065
110,talabat_780202_3363465700,talabat_780202,talabat,28.0,,NO_DISCOUNT,,28.0,,0,2026-07-01T09:09:32.044065
111,talabat_780202_3363465701,talabat_780202,talabat,20.0,,NO_DISCOUNT,,20.0,,0,2026-07-01T09:09:32.044065
112,talabat_780202_3363465702,talabat_780202,talabat,25.0,,NO_DISCOUNT,,25.0,,0,2026-07-01T09:09:32.044065
113,talabat_780202_3363465704,talabat_780202,talabat,31.0,,NO_DISCOUNT,,31.0,,0,2026-07-01T09:09:32.044065
114,talabat_780202_3363465705,talabat_780202,talabat,29.0,,NO_DISCOUNT,,29.0,,0,2026-07-01T09:09:32.044065
115,talabat_780202_3363465706,talabat_780202,talabat,31.0,,NO_DISCOUNT,,31.0,,0,2026-07-01T09:09:32.044065
116,talabat_780202_3363465710,talabat_780202,talabat,27.5,,NO_DISCOUNT,,27.5,,0,2026-07-01T09:09:32.044065
117,talabat_780202_3363465711,talabat_780202,talabat,15.0,,NO_DISCOUNT,,15.0,,0,2026-07-01T09:09:32.044065
118,talabat_780202_3363465712,talabat_780202,talabat,9.0,,NO_DISCOUNT,,9.0,,0,2026-07-01T09:09:32.044065
119,talabat_780202_3363465714,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:09:32.044065
120,talabat_780202_3363465716,talabat_780202,talabat,28.0,,NO_DISCOUNT,,28.0,,0,2026-07-01T09:09:32.044065
121,talabat_780202_3363465717,talabat_780202,talabat,19.0,,NO_DISCOUNT,,19.0,,0,2026-07-01T09:09:32.044065
122,talabat_780202_3363465720,talabat_780202,talabat,17.0,,NO_DISCOUNT,,17.0,,0,2026-07-01T09:09:32.044065
123,talabat_780202_3363465721,talabat_780202,talabat,28.0,,NO_DISCOUNT,,28.0,,0,2026-07-01T09:09:32.044065
124,talabat_780202_3363465723,talabat_780202,talabat,18.0,,NO_DISCOUNT,,18.0,,0,2026-07-01T09:09:32.044065
125,talabat_780202_3363465724,talabat_780202,talabat,24.0,,NO_DISCOUNT,,24.0,,0,2026-07-01T09:09:32.044065
126,talabat_780202_3363465727,talabat_780202,talabat,18.0,,NO_DISCOUNT,,18.0,,0,2026-07-01T09:09:32.044065
127,talabat_780202_3363465728,talabat_780202,talabat,27.5,,NO_DISCOUNT,,27.5,,0,2026-07-01T09:09:32.044065
128,talabat_780202_3363465729,talabat_780202,talabat,29.0,,NO_DISCOUNT,,29.0,,0,2026-07-01T09:09:32.044065
129,talabat_780202_3363465733,talabat_780202,talabat,19.0,,NO_DISCOUNT,,19.0,,0,2026-07-01T09:09:32.044065
130,talabat_780202_3363465734,talabat_780202,talabat,13.0,,NO_DISCOUNT,,13.0,,0,2026-07-01T09:09:32.044065
131,talabat_780202_3363465735,talabat_780202,talabat,23.0,,NO_DISCOUNT,,23.0,,0,2026-07-01T09:09:32.044065
132,talabat_780202_3363465736,talabat_780202,talabat,80.0,,NO_DISCOUNT,,80.0,,0,2026-07-01T09:09:32.044065
133,talabat_780202_3363465737,talabat_780202,talabat,90.0,,NO_DISCOUNT,,90.0,,0,2026-07-01T09:09:32.044065
134,talabat_780202_3363465738,talabat_780202,talabat,105.0,,NO_DISCOUNT,,105.0,,0,2026-07-01T09:09:32.044065
135,talabat_780202_3363465739,talabat_780202,talabat,75.0,,NO_DISCOUNT,,75.0,,0,2026-07-01T09:09:32.044065
136,talabat_780202_3363465740,talabat_780202,talabat,95.0,,NO_DISCOUNT,,95.0,,0,2026-07-01T09:09:32.044065
137,talabat_780202_3363465741,talabat_780202,talabat,80.0,,NO_DISCOUNT,,80.0,,0,2026-07-01T09:09:32.044065
138,talabat_780202_3363465742,talabat_780202,talabat,15.0,,NO_DISCOUNT,,15.0,,0,2026-07-01T09:09:32.044065
139,talabat_780202_3391586030,talabat_780202,talabat,16.0,,NO_DISCOUNT,,16.0,,0,2026-07-01T09:09:32.044065
140,talabat_780202_3363465763,talabat_780202,talabat,20.0,,NO_DISCOUNT,,20.0,,0,2026-07-01T09:09:32.044065
141,talabat_780202_3363465766,talabat_780202,talabat,21.0,,NO_DISCOUNT,,21.0,,0,2026-07-01T09:09:32.044065
142,talabat_780202_3363465767,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:09:32.044065
143,talabat_780202_3363465780,talabat_780202,talabat,20.0,,NO_DISCOUNT,,20.0,,0,2026-07-01T09:09:32.044065
144,talabat_780202_3363465781,talabat_780202,talabat,34.0,,NO_DISCOUNT,,34.0,,0,2026-07-01T09:09:32.044065
145,talabat_780202_3363465782,talabat_780202,talabat,24.0,,NO_DISCOUNT,,24.0,,0,2026-07-01T09:09:32.044065
146,talabat_780202_3363465783,talabat_780202,talabat,29.0,,NO_DISCOUNT,,29.0,,0,2026-07-01T09:09:32.044065
147,talabat_780202_3363465784,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:09:32.044065
148,talabat_780202_3363465785,talabat_780202,talabat,26.0,,NO_DISCOUNT,,26.0,,0,2026-07-01T09:09:32.044065
149,talabat_780202_3363465786,talabat_780202,talabat,24.0,,NO_DISCOUNT,,24.0,,0,2026-07-01T09:09:32.044065
150,talabat_780202_3363465788,talabat_780202,talabat,31.0,,NO_DISCOUNT,,31.0,,0,2026-07-01T09:09:32.044065
151,talabat_780202_3363465789,talabat_780202,talabat,24.0,,NO_DISCOUNT,,24.0,,0,2026-07-01T09:09:32.044065
152,talabat_780202_3363465790,talabat_780202,talabat,24.0,,NO_DISCOUNT,,24.0,,0,2026-07-01T09:09:32.044065
153,talabat_780202_3363465791,talabat_780202,talabat,18.0,,NO_DISCOUNT,,18.0,,0,2026-07-01T09:09:32.044065
154,talabat_780202_3363465793,talabat_780202,talabat,23.0,,NO_DISCOUNT,,23.0,,0,2026-07-01T09:09:32.044065
155,talabat_780202_3363465794,talabat_780202,talabat,18.0,,NO_DISCOUNT,,18.0,,0,2026-07-01T09:09:32.044065
156,talabat_780202_3363465795,talabat_780202,talabat,18.0,,NO_DISCOUNT,,18.0,,0,2026-07-01T09:09:32.044065
157,talabat_780202_3363465796,talabat_780202,talabat,20.0,,NO_DISCOUNT,,20.0,,0,2026-07-01T09:09:32.044065
158,talabat_780202_3363465797,talabat_780202,talabat,23.0,,NO_DISCOUNT,,23.0,,0,2026-07-01T09:09:32.044065
159,talabat_780202_3363465800,talabat_780202,talabat,18.0,,NO_DISCOUNT,,18.0,,0,2026-07-01T09:09:32.044065
160,talabat_780202_3363465801,talabat_780202,talabat,20.0,,NO_DISCOUNT,,20.0,,0,2026-07-01T09:09:32.044065
161,talabat_780202_3363465802,talabat_780202,talabat,18.0,,NO_DISCOUNT,,18.0,,0,2026-07-01T09:09:32.044065
162,talabat_780202_3363465803,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:09:32.044065
163,talabat_780202_3363465522,talabat_780202,talabat,13.0,,NO_DISCOUNT,,13.0,,0,2026-07-01T09:10:56.134975
164,talabat_780202_3363465518,talabat_780202,talabat,21.0,,NO_DISCOUNT,,21.0,,0,2026-07-01T09:10:56.134975
165,talabat_780202_3363465537,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:10:56.134975
166,talabat_780202_3363465517,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:10:56.134975
167,talabat_780202_3363465540,talabat_780202,talabat,33.0,,NO_DISCOUNT,,33.0,,0,2026-07-01T09:10:56.134975
168,talabat_780202_3363465665,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:10:56.134975
169,talabat_780202_3363465505,talabat_780202,talabat,21.0,,NO_DISCOUNT,,21.0,,0,2026-07-01T09:10:56.134975
170,talabat_780202_3363465506,talabat_780202,talabat,16.0,,NO_DISCOUNT,,16.0,,0,2026-07-01T09:10:56.134975
171,talabat_780202_3363465510,talabat_780202,talabat,16.0,,NO_DISCOUNT,,16.0,,0,2026-07-01T09:10:56.134975
172,talabat_780202_3363465512,talabat_780202,talabat,16.0,,NO_DISCOUNT,,16.0,,0,2026-07-01T09:10:56.134975
173,talabat_780202_3363465508,talabat_780202,talabat,24.0,,NO_DISCOUNT,,24.0,,0,2026-07-01T09:10:56.134975
174,talabat_780202_3363465507,talabat_780202,talabat,27.0,,NO_DISCOUNT,,27.0,,0,2026-07-01T09:10:56.134975
175,talabat_780202_3363465509,talabat_780202,talabat,18.0,,NO_DISCOUNT,,18.0,,0,2026-07-01T09:10:56.134975
176,talabat_780202_3363465511,talabat_780202,talabat,18.0,,NO_DISCOUNT,,18.0,,0,2026-07-01T09:10:56.134975
177,talabat_780202_3363465537,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:10:56.134975
178,talabat_780202_3363465539,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:10:56.134975
179,talabat_780202_3363465540,talabat_780202,talabat,33.0,,NO_DISCOUNT,,33.0,,0,2026-07-01T09:10:56.134975
180,talabat_780202_3363465517,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:10:56.134975
181,talabat_780202_3363465518,talabat_780202,talabat,21.0,,NO_DISCOUNT,,21.0,,0,2026-07-01T09:10:56.134975
182,talabat_780202_3363465520,talabat_780202,talabat,23.0,,NO_DISCOUNT,,23.0,,0,2026-07-01T09:10:56.134975
183,talabat_780202_3363465521,talabat_780202,talabat,23.0,,NO_DISCOUNT,,23.0,,0,2026-07-01T09:10:56.134975
184,talabat_780202_3363465523,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:10:56.134975
185,talabat_780202_3363465524,talabat_780202,talabat,25.0,,NO_DISCOUNT,,25.0,,0,2026-07-01T09:10:56.134975
186,talabat_780202_3363465526,talabat_780202,talabat,25.0,,NO_DISCOUNT,,25.0,,0,2026-07-01T09:10:56.134975
187,talabat_780202_3363465527,talabat_780202,talabat,25.0,,NO_DISCOUNT,,25.0,,0,2026-07-01T09:10:56.134975
188,talabat_780202_3363465529,talabat_780202,talabat,23.0,,NO_DISCOUNT,,23.0,,0,2026-07-01T09:10:56.134975
189,talabat_780202_3363465530,talabat_780202,talabat,25.0,,NO_DISCOUNT,,25.0,,0,2026-07-01T09:10:56.134975
190,talabat_780202_3363465531,talabat_780202,talabat,13.0,,NO_DISCOUNT,,13.0,,0,2026-07-01T09:10:56.134975
191,talabat_780202_3363465522,talabat_780202,talabat,13.0,,NO_DISCOUNT,,13.0,,0,2026-07-01T09:10:56.134975
192,talabat_780202_3363465532,talabat_780202,talabat,10.0,,NO_DISCOUNT,,10.0,,0,2026-07-01T09:10:56.134975
193,talabat_780202_3363465525,talabat_780202,talabat,5.0,,NO_DISCOUNT,,5.0,,0,2026-07-01T09:10:56.134975
194,talabat_780202_3363465533,talabat_780202,talabat,6.0,,NO_DISCOUNT,,6.0,,0,2026-07-01T09:10:56.134975
195,talabat_780202_3363465535,talabat_780202,talabat,10.0,,NO_DISCOUNT,,10.0,,0,2026-07-01T09:10:56.134975
196,talabat_780202_3363465519,talabat_780202,talabat,17.0,,NO_DISCOUNT,,17.0,,0,2026-07-01T09:10:56.134975
197,talabat_780202_3363465534,talabat_780202,talabat,11.0,,NO_DISCOUNT,,11.0,,0,2026-07-01T09:10:56.134975
198,talabat_780202_3363465551,talabat_780202,talabat,8.0,,NO_DISCOUNT,,8.0,,0,2026-07-01T09:10:56.134975
199,talabat_780202_3363465542,talabat_780202,talabat,40.0,,NO_DISCOUNT,,40.0,,0,2026-07-01T09:10:56.134975
200,talabat_780202_3363465547,talabat_780202,talabat,10.0,,NO_DISCOUNT,,10.0,,0,2026-07-01T09:10:56.134975
201,talabat_780202_3363465548,talabat_780202,talabat,10.0,,NO_DISCOUNT,,10.0,,0,2026-07-01T09:10:56.134975
202,talabat_780202_3363465549,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:10:56.134975
203,talabat_780202_3363465550,talabat_780202,talabat,25.0,,NO_DISCOUNT,,25.0,,0,2026-07-01T09:10:56.134975
204,talabat_780202_3363465552,talabat_780202,talabat,20.0,,NO_DISCOUNT,,20.0,,0,2026-07-01T09:10:56.134975
205,talabat_780202_3363465555,talabat_780202,talabat,44.0,,NO_DISCOUNT,,44.0,,0,2026-07-01T09:10:56.134975
206,talabat_780202_3363465558,talabat_780202,talabat,0.0,,NO_DISCOUNT,,0.0,,0,2026-07-01T09:10:56.134975
207,talabat_780202_3363465560,talabat_780202,talabat,25.0,,NO_DISCOUNT,,25.0,,0,2026-07-01T09:10:56.134975
208,talabat_780202_3363465566,talabat_780202,talabat,28.0,,NO_DISCOUNT,,28.0,,0,2026-07-01T09:10:56.134975
209,talabat_780202_3363465571,talabat_780202,talabat,15.0,,NO_DISCOUNT,,15.0,,0,2026-07-01T09:10:56.134975
210,talabat_780202_3363465572,talabat_780202,talabat,24.0,,NO_DISCOUNT,,24.0,,0,2026-07-01T09:10:56.134975
211,talabat_780202_3363465573,talabat_780202,talabat,26.0,,NO_DISCOUNT,,26.0,,0,2026-07-01T09:10:56.134975
212,talabat_780202_3363465574,talabat_780202,talabat,28.0,,NO_DISCOUNT,,28.0,,0,2026-07-01T09:10:56.134975
213,talabat_780202_3363465575,talabat_780202,talabat,26.0,,NO_DISCOUNT,,26.0,,0,2026-07-01T09:10:56.134975
